# 2023-01-31 00:44:08.782709
LOCATION	TRANSLITERATE	TRANSLATE
(2,35,11)	شِئْتُمَا	kalian berdua sukai
(2,35,12)	وَلَا	dan janganlah
(2,35,13)	تَقْرَبَا	kalian berdua mendekati
(2,35,14)	هَٰذِهِ	ini
(2,35,15)	ٱلشَّجَرَةَ	pohon
(2,35,16)	فَتَكُونَا	maka kalian berdua adalah
(2,35,17)	مِنَ	dari/termasuk
(2,35,18)	ٱلظَّٰلِمِينَ	orang-orang yang dzalim
(2,36,1)	فَأَزَلَّهُمَا	maka menggelincirkan keduanya
(2,36,2)	ٱلشَّيْطَٰنُ	syaitan
(2,36,3)	عَنْهَا	daripadanya (surga)
(2,36,4)	فَأَخْرَجَهُمَا	maka (Allah) mengeluarkan keduanya
(2,36,5)	مِمَّا	dari apa
(2,36,6)	كَانَا	adalah keduanya
(2,36,7)	فِيهِۖ	di dalamnya
(2,36,8)	وَقُلْنَا	dan Kami berfirman
(2,36,9)	ٱهْبِطُوا۟	pergilah kalian
(2,36,10)	بَعْضُكُمْ	sebagian kamu
(2,36,11)	لِبَعْضٍ	bagi sebagian lain
(2,36,12)	عَدُوٌّۖ	menjadi musuh
(2,36,13)	وَلَكُمْ	dan bagimu
(2,36,14)	فِى	di
(2,36,15)	ٱلْأَرْضِ	bumi
(2,36,16)	مُسْتَقَرٌّ	tempat menetap
(2,36,17)	وَمَتَٰعٌ	dan kesenangan
(2,36,18)	إِلَىٰ	sampai
(2,36,19)	حِينٍ	waktu tertentu
(2,37,1)	فَتَلَقَّىٰٓ	maka menerima
(2,37,2)	ءَادَمُ	Adam
(2,37,3)	مِن	dari
(2,37,4)	رَّبِّهِۦ	Tuhannya
(2,37,5)	كَلِمَٰتٍ	beberapa kalimat
(2,37,6)	فَتَابَ	maka Dia menerima taubat
(2,37,7)	عَلَيْهِۚ	atasnya
(2,37,8)	إِنَّهُۥ	sesungguhnya Dia
(2,37,9)	هُوَ	Dia
(2,37,10)	ٱلتَّوَّابُ	Maha Penerima Taubat
(2,37,11)	ٱلرَّحِيمُ	Maha Penyayang
(2,38,1)	قُلْنَا	Kami berfirman
(2,38,2)	ٱهْبِطُوا۟	pergilah kalian
(2,38,3)	مِنْهَا	daripadanya (surga)
(2,38,4)	جَمِيعًاۖ	semuanya
(2,38,5)	فَإِمَّا	maka jika
(2,38,6)	يَأْتِيَنَّكُم	datang kepada kalian
(2,38,7)	مِّنِّى	daripadaKu
(2,38,8)	هُدًى	petunjuk
(2,38,9)	فَمَن	maka barang siapa
(2,38,10)	تَبِعَ	mengikuti
(2,38,11)	هُدَاىَ	petunjukKu
(2,38,12)	فَلَا	maka tidak
(2,38,13)	خَوْفٌ	takut
(2,38,14)	عَلَيْهِمْ	atas mereka
(2,38,15)	وَلَا	dan tidak
(2,38,16)	هُمْ	mereka
(2,38,17)	يَحْزَنُونَ	mereka berduka cita
(2,39,1)	وَٱلَّذِينَ	dan orang-orang yang
(2,39,2)	كَفَرُوا۟	kafir/ingkar
(2,39,3)	وَكَذَّبُوا۟	dan mereka mendustakan
(2,39,4)	بِـَٔايَٰتِنَآ	dengan ayat-ayat Kami
(2,39,5)	أُو۟لَٰٓئِكَ	mereka itulah
(2,39,6)	أَصْحَٰبُ	penghuni
(2,39,7)	ٱلنَّارِۖ	neraka
(2,39,8)	هُمْ	mereka
(2,39,9)	فِيهَا	didalamnya
(2,39,10)	خَٰلِدُونَ	kekal
(2,40,1)	يَٰبَنِىٓ	Wahai keturunan
(2,40,2)	إِسْرَٰٓءِيلَ	Israil
(2,40,3)	ٱذْكُرُوا۟	ingatlah
(2,40,4)	نِعْمَتِىَ	nikmatKu
(2,40,5)	ٱلَّتِىٓ	yang
(2,40,6)	أَنْعَمْتُ	Aku telah anugerahkan
(2,40,7)	عَلَيْكُمْ	atas kalian
(2,40,8)	وَأَوْفُوا۟	dan penuhilah
(2,40,9)	بِعَهْدِىٓ	dengan janji kepadaKu
(2,40,10)	أُوفِ	Aku penuhi
(2,40,11)	بِعَهْدِكُمْ	dengan janji kalian
(2,40,12)	وَإِيَّٰىَ	dan kepadaKulah
(2,40,13)	فَٱرْهَبُونِ	kamu harus tunduk
(2,41,1)	وَءَامِنُوا۟	dan berimanlah kamu
(2,41,2)	بِمَآ	dengan apa
(2,41,3)	أَنزَلْتُ	telah Aku turunkan
(2,41,4)	مُصَدِّقًا	yang membenarkan
(2,41,5)	لِّمَا	bagi apa
(2,41,6)	مَعَكُمْ	ada pada kalian
(2,41,7)	وَلَا	dan jangan
(2,41,8)	تَكُونُوٓا۟	kalian menjadi
(2,41,9)	أَوَّلَ	pertama kali
(2,41,10)	كَافِرٍۭ	kafir/ingkar
(2,41,11)	بِهِۦۖ	dengannya
(2,41,12)	وَلَا	dan jangan
(2,41,13)	تَشْتَرُوا۟	kamu tukar
(2,41,14)	بِـَٔايَٰتِى	dengan ayat-ayatKu
(2,41,15)	ثَمَنًا	harga
(2,41,16)	قَلِيلًا	sedikit
(2,41,17)	وَإِيَّٰىَ	dan kepadaKulah
(2,41,18)	فَٱتَّقُونِ	kamu harus bertakwa
(2,42,1)	وَلَا	dan jangan
(2,42,2)	تَلْبِسُوا۟	kamu campur adukkan
(2,42,3)	ٱلْحَقَّ	hak/kebenaran
(2,42,4)	بِٱلْبَٰطِلِ	dengan yang bathil
(2,42,5)	وَتَكْتُمُوا۟	dan kamu sembunyikan
(2,42,6)	ٱلْحَقَّ	hak/kebenaran
(2,42,7)	وَأَنتُمْ	dan kalian
(2,42,8)	تَعْلَمُونَ	(kalian) mengetahui
(2,43,1)	وَأَقِيمُوا۟	dan dirikanlah
(2,43,2)	ٱلصَّلَوٰةَ	sholat
(2,43,3)	وَءَاتُوا۟	dan tunaikan
(2,43,4)	ٱلزَّكَوٰةَ	zakat
(2,43,5)	وَٱرْكَعُوا۟	dan ruku'lah kamu
(2,43,6)	مَعَ	beserta
(2,43,7)	ٱلرَّٰكِعِينَ	orang-orang yang ruku'
(2,44,1)	أَتَأْمُرُونَ	mengapa kalian menyuruh
(2,44,2)	ٱلنَّاسَ	manusia
(2,44,3)	بِٱلْبِرِّ	dengan (berbuat) kebaikan
(2,44,4)	وَتَنسَوْنَ	dan kalian melupakan
(2,44,5)	أَنفُسَكُمْ	diri kalian sendiri
(2,44,6)	وَأَنتُمْ	dan kalian
(2,44,7)	تَتْلُونَ	kalian membaca
(2,44,8)	ٱلْكِتَٰبَۚ	Al Kitab
(2,44,9)	أَفَلَا	maka tidakkah
(2,44,10)	تَعْقِلُونَ	kalian menggunakan akal
(2,45,1)	وَٱسْتَعِينُوا۟	dan mohonlah pertolongan
(2,45,2)	بِٱلصَّبْرِ	dengan sabar
(2,45,3)	وَٱلصَّلَوٰةِۚ	dan sholat
(2,45,4)	وَإِنَّهَا	dan sesungguhnya ia
(2,45,5)	لَكَبِيرَةٌ	sungguh berat
(2,45,6)	إِلَّا	kecuali
(2,45,7)	عَلَى	atas
(2,45,8)	ٱلْخَٰشِعِينَ	orang-orang yang khusyu'
(2,46,1)	ٱلَّذِينَ	orang-orang yang
(2,46,2)	يَظُنُّونَ	mereka menyangka
(2,46,3)	أَنَّهُم	sesungguhnya mereka
(2,46,4)	مُّلَٰقُوا۟	mereka menemui
(2,46,5)	رَبِّهِمْ	Tuhan mereka
(2,46,6)	وَأَنَّهُمْ	dan sesungguhnya mereka
(2,46,7)	إِلَيْهِ	kepadaNya
(2,46,8)	رَٰجِعُونَ	mereka kembali
(2,47,1)	يَٰبَنِىٓ	Wahai keturunan
(2,47,2)	إِسْرَٰٓءِيلَ	Israil
(2,47,3)	ٱذْكُرُوا۟	ingatlah
(2,47,4)	نِعْمَتِىَ	nikmatKu
(2,47,5)	ٱلَّتِىٓ	yang
(2,47,6)	أَنْعَمْتُ	telah Aku anugerahkan
(2,47,7)	عَلَيْكُمْ	atas kalian
(2,47,8)	وَأَنِّى	dan bahwasanya Aku
(2,47,9)	فَضَّلْتُكُمْ	Aku telah melebihkan kalian
(2,47,10)	عَلَى	atas
(2,47,11)	ٱلْعَٰلَمِينَ	seluruh umat
(2,48,1)	وَٱتَّقُوا۟	dan takutlah
(2,48,2)	يَوْمًا	suatu hari
(2,48,3)	لَّا	tidak
(2,48,4)	تَجْزِى	dapat membela
(2,48,5)	نَفْسٌ	seseorang
(2,48,6)	عَن	dari
(2,48,7)	نَّفْسٍ	orang lain
(2,48,8)	شَيْـًٔا	sesuatu/sedikitpun
(2,48,9)	وَلَا	dan tidak
(2,48,10)	يُقْبَلُ	diterima
(2,48,11)	مِنْهَا	daripadanya
(2,48,12)	شَفَٰعَةٌ	syafa'at
(2,48,13)	وَلَا	dan tidak
(2,48,14)	يُؤْخَذُ	diambil
(2,48,15)	مِنْهَا	daripadanya
(2,48,16)	عَدْلٌ	tebusan
(2,48,17)	وَلَا	dan tidaklah
(2,48,18)	هُمْ	mereka
(2,48,19)	يُنصَرُونَ	akan ditolong
(2,49,1)	وَإِذْ	dan ketika
(2,49,2)	نَجَّيْنَٰكُم	Kami selamatkan kalian
(2,49,3)	مِّنْ	dari
(2,49,4)	ءَالِ	keluarga/pengikut
(2,49,5)	فِرْعَوْنَ	Fir'aun
(2,49,6)	يَسُومُونَكُمْ	mereka menimpakan kalian
(2,49,7)	سُوٓءَ	seburuk-buruk
(2,49,8)	ٱلْعَذَابِ	siksaan
(2,49,9)	يُذَبِّحُونَ	mereka menyembelih
(2,49,10)	أَبْنَآءَكُمْ	anak-anak laki-laki kalian
(2,49,11)	وَيَسْتَحْيُونَ	dan membiarkan hidup
(2,49,12)	نِسَآءَكُمْۚ	(anak-anak) perempuanmu
(2,49,13)	وَفِى	dan pada
(2,49,14)	ذَٰلِكُم	demikian itu
(2,49,15)	بَلَآءٌ	cobaan
(2,49,16)	مِّن	dari
(2,49,17)	رَّبِّكُمْ	Tuhan kalian
(2,49,18)	عَظِيمٌ	besar
(2,50,1)	وَإِذْ	dan ketika
(2,50,2)	فَرَقْنَا	Kami membelah
(2,50,3)	بِكُمُ	dengan/untuk kalian
(2,50,4)	ٱلْبَحْرَ	lautan
(2,50,5)	فَأَنجَيْنَٰكُمْ	maka Kami selamatkan kalian
(2,50,6)	وَأَغْرَقْنَآ	dan Kami tenggelamkan
(2,50,7)	ءَالَ	keluarga/pengikut
(2,50,8)	فِرْعَوْنَ	Fir'aun
(2,50,9)	وَأَنتُمْ	dan kalian
(2,50,10)	تَنظُرُونَ	kalian melihat
(2,51,1)	وَإِذْ	dan ketika
(2,51,2)	وَٰعَدْنَا	Kami menjanjikan
(2,51,3)	مُوسَىٰٓ	Musa
(2,51,4)	أَرْبَعِينَ	empat puluh
(2,51,5)	لَيْلَةً	malam
(2,51,6)	ثُمَّ	kemudian
(2,51,7)	ٱتَّخَذْتُمُ	kalian menjadikan
(2,51,8)	ٱلْعِجْلَ	anak lembu
(2,51,9)	مِنۢ	dari
(2,51,10)	بَعْدِهِۦ	sesudahnya
(2,51,11)	وَأَنتُمْ	dan kalian
(2,51,12)	ظَٰلِمُونَ	orang-orang yang lalim
(2,52,1)	ثُمَّ	kemudian
(2,52,2)	عَفَوْنَا	Kami maafkan
(2,52,3)	عَنكُم	dari kalian
(2,52,4)	مِّنۢ	dari
(2,52,5)	بَعْدِ	sesudah
(2,52,6)	ذَٰلِكَ	demikian itu
(2,52,7)	لَعَلَّكُمْ	agar kalian
(2,52,8)	تَشْكُرُونَ	kalian bersyukur
(2,53,1)	وَإِذْ	dan ketika
(2,53,2)	ءَاتَيْنَا	Kami datangkan
(2,53,3)	مُوسَى	Musa
(2,53,4)	ٱلْكِتَٰبَ	Al Kitab (Taurat)
(2,53,5)	وَٱلْفُرْقَانَ	dan Furqan
(2,53,6)	لَعَلَّكُمْ	agar kalian
(2,53,7)	تَهْتَدُونَ	kalian mendapat petunjuk
(2,54,1)	وَإِذْ	dan ketika
(2,54,2)	قَالَ	berkata
(2,54,3)	مُوسَىٰ	Musa
(2,54,4)	لِقَوْمِهِۦ	kepada kaumnya
(2,54,5)	يَٰقَوْمِ	wahai kaumku
(2,54,6)	إِنَّكُمْ	sesungguhnya kalian
(2,54,7)	ظَلَمْتُمْ	kalian telah menganiaya
(2,54,8)	أَنفُسَكُم	diri kalian sendiri
(2,54,9)	بِٱتِّخَاذِكُمُ	dengan kalian menjadikan
(2,54,10)	ٱلْعِجْلَ	anak lembu
(2,54,11)	فَتُوبُوٓا۟	maka taubatlah
(2,54,12)	إِلَىٰ	kepada
(2,54,13)	بَارِئِكُمْ	pencipta kalian
(2,54,14)	فَٱقْتُلُوٓا۟	maka bunuhlah
(2,54,15)	أَنفُسَكُمْ	diri kalian sendiri
(2,54,16)	ذَٰلِكُمْ	yang demikian itu
(2,54,17)	خَيْرٌ	lebih baik
(2,54,18)	لَّكُمْ	bagi kalian
(2,54,19)	عِندَ	di sisi
(2,54,20)	بَارِئِكُمْ	pencipta kalian
(2,54,21)	فَتَابَ	maka Dia menerima taubat
(2,54,22)	عَلَيْكُمْۚ	atas kalian
(2,54,23)	إِنَّهُۥ	sesungguhnya Dia
(2,54,24)	هُوَ	Dia
(2,54,25)	ٱلتَّوَّابُ	Maha Penerima taubat
(2,54,26)	ٱلرَّحِيمُ	Maha Penyayang
(2,55,1)	وَإِذْ	dan ketika
(2,55,2)	قُلْتُمْ	kamu berkata
(2,55,3)	يَٰمُوسَىٰ	wahai musa
(2,55,4)	لَن	tidak akan
(2,55,5)	نُّؤْمِنَ	beriman
(2,55,6)	لَكَ	kepadamu
(2,55,7)	حَتَّىٰ	sehingga
(2,55,8)	نَرَى	kami melihat
(2,55,9)	ٱللَّهَ	Allah
(2,55,10)	جَهْرَةً	nyata
(2,55,11)	فَأَخَذَتْكُمُ	maka menyambarmu
(2,55,12)	ٱلصَّٰعِقَةُ	petir
(2,55,13)	وَأَنتُمْ	dan kalian
(2,55,14)	تَنظُرُونَ	kalian melihat
(2,56,1)	ثُمَّ	kemudian
(2,56,2)	بَعَثْنَٰكُم	Kami bangkitkan kamu
(2,56,3)	مِّنۢ	dari
(2,56,4)	بَعْدِ	sesudah
(2,56,5)	مَوْتِكُمْ	matimu
(2,56,6)	لَعَلَّكُمْ	agar kalian
(2,56,7)	تَشْكُرُونَ	kalian bersyukur
(2,57,1)	وَظَلَّلْنَا	dan Kami naungi
(2,57,2)	عَلَيْكُمُ	atas kalian
(2,57,3)	ٱلْغَمَامَ	awan
(2,57,4)	وَأَنزَلْنَا	dan Kami turunkan
(2,57,5)	عَلَيْكُمُ	atas kalian
(2,57,6)	ٱلْمَنَّ	manna (makanan manis seperti madu)
(2,57,7)	وَٱلسَّلْوَىٰۖ	dan salwa (burung sebangsa puyuh)
(2,57,8)	كُلُوا۟	makanlah
(2,57,9)	مِن	dari
(2,57,10)	طَيِّبَٰتِ	yang baik-baik
(2,57,11)	مَا	apa
(2,57,12)	رَزَقْنَٰكُمْۖ	Kami rezkikan kepadamu
(2,57,13)	وَمَا	dan tidak
(2,57,14)	ظَلَمُونَا	mereka menganiaya Kami
(2,57,15)	وَلَٰكِن	akan tetapi
(2,57,16)	كَانُوٓا۟	mereka adalah
(2,57,17)	أَنفُسَهُمْ	diri mereka
(2,57,18)	يَظْلِمُونَ	mereka menganiaya
(2,58,1)	وَإِذْ	dan ketika
(2,58,2)	قُلْنَا	Kami berfirman
(2,58,3)	ٱدْخُلُوا۟	masuklah
(2,58,4)	هَٰذِهِ	ini
(2,58,5)	ٱلْقَرْيَةَ	negeri
(2,58,6)	فَكُلُوا۟	maka makanlah
(2,58,7)	مِنْهَا	daripadanya
(2,58,8)	حَيْثُ	apa saja
(2,58,9)	شِئْتُمْ	kalian kehendaki
(2,58,10)	رَغَدًا	sepuas hati
(2,58,11)	وَٱدْخُلُوا۟	dan masuklah
(2,58,12)	ٱلْبَابَ	pintu gerbang
(2,58,13)	سُجَّدًا	bersujud
(2,58,14)	وَقُولُوا۟	dan katakanlah
(2,58,15)	حِطَّةٌ	bebaskan dosa
(2,58,16)	نَّغْفِرْ	Kami mengampuni
(2,58,17)	لَكُمْ	bagi kalian
(2,58,18)	خَطَٰيَٰكُمْۚ	kesalahan-kesalahanmu
(2,58,19)	وَسَنَزِيدُ	dan Kami akan menambah
(2,58,20)	ٱلْمُحْسِنِينَ	orang-orang yang berbuat baik
(2,59,1)	فَبَدَّلَ	maka telah mengganti
(2,59,2)	ٱلَّذِينَ	orang-orang yang
(2,59,3)	ظَلَمُوا۟	(mereka) dzalim
(2,59,4)	قَوْلًا	perkataan
(2,59,5)	غَيْرَ	selain
(2,59,6)	ٱلَّذِى	yang
(2,59,7)	قِيلَ	dikatakan
(2,59,8)	لَهُمْ	kepada mereka
(2,59,9)	فَأَنزَلْنَا	maka Kami turunkan
(2,59,10)	عَلَى	atas
(2,59,11)	ٱلَّذِينَ	orang-orang yang
(2,59,12)	ظَلَمُوا۟	dzalim
(2,59,13)	رِجْزًا	siksa
(2,59,14)	مِّنَ	dari
(2,59,15)	ٱلسَّمَآءِ	langit
(2,59,16)	بِمَا	dengan apa
(2,59,17)	كَانُوا۟	mereka adalah
(2,59,18)	يَفْسُقُونَ	mereka berbuat fasik
(2,60,1)	وَإِذِ	dan ketika
(2,60,2)	ٱسْتَسْقَىٰ	memohon air
(2,60,3)	مُوسَىٰ	Musa
(2,60,4)	لِقَوْمِهِۦ	untuk kaumnya
(2,60,5)	فَقُلْنَا	Kami mengatakan
(2,60,6)	ٱضْرِب	pukullah
(2,60,7)	بِّعَصَاكَ	dengan tongkatmu
(2,60,8)	ٱلْحَجَرَۖ	batu
(2,60,9)	فَٱنفَجَرَتْ	maka memancarlah
(2,60,10)	مِنْهُ	daripadanya
(2,60,11)	ٱثْنَتَا	dua
(2,60,12)	عَشْرَةَ	belas
(2,60,13)	عَيْنًاۖ	mata air
(2,60,14)	قَدْ	sungguh
(2,60,15)	عَلِمَ	mengetahui
(2,60,16)	كُلُّ	tiap-tiap
(2,60,17)	أُنَاسٍ	manusia
(2,60,18)	مَّشْرَبَهُمْۖ	tempat minum mereka
(2,60,19)	كُلُوا۟	makanlah
(2,60,20)	وَٱشْرَبُوا۟	dan minumlah
(2,60,21)	مِن	dari
(2,60,22)	رِّزْقِ	rizki
(2,60,23)	ٱللَّهِ	Allah
(2,60,24)	وَلَا	dan jangan
(2,60,25)	تَعْثَوْا۟	berkeliaran
(2,60,26)	فِى	di
(2,60,27)	ٱلْأَرْضِ	bumi
(2,60,28)	مُفْسِدِينَ	berbuat kerusakan
(2,61,1)	وَإِذْ	dan ketika
(2,61,2)	قُلْتُمْ	kamu berkata
(2,61,3)	يَٰمُوسَىٰ	wahai musa
(2,61,4)	لَن	tidak
(2,61,5)	نَّصْبِرَ	kami bersabar
(2,61,6)	عَلَىٰ	atas
(2,61,7)	طَعَامٍ	makanan
(2,61,8)	وَٰحِدٍ	satu macam
(2,61,9)	فَٱدْعُ	maka mohonlah
(2,61,10)	لَنَا	untuk kami
(2,61,11)	رَبَّكَ	Tuhanmu
(2,61,12)	يُخْرِجْ	agar Dia mengeluarkan
(2,61,13)	لَنَا	untuk kami
(2,61,14)	مِمَّا	dari apa
(2,61,15)	تُنۢبِتُ	menumbuhkan
(2,61,16)	ٱلْأَرْضُ	bumi
(2,61,17)	مِنۢ	dari
(2,61,18)	بَقْلِهَا	sayur-mayurnya
(2,61,19)	وَقِثَّآئِهَا	dan ketimunnya
(2,61,20)	وَفُومِهَا	dan bawang putihnya
(2,61,21)	وَعَدَسِهَا	dan kacang adas
(2,61,22)	وَبَصَلِهَاۖ	dan bawang merahnya
(2,61,23)	قَالَ	(Musa) berkata
(2,61,24)	أَتَسْتَبْدِلُونَ	maukah kamu mengganti
(2,61,25)	ٱلَّذِى	yang
(2,61,26)	هُوَ	ia (sesuatu)
(2,61,27)	أَدْنَىٰ	lebih rendah
(2,61,28)	بِٱلَّذِى	dengan yang
(2,61,29)	هُوَ	ia (sesuatu)
(2,61,30)	خَيْرٌۚ	lebih baik
(2,61,31)	ٱهْبِطُوا۟	pergilah kalian
(2,61,32)	مِصْرًا	kota
(2,61,33)	فَإِنَّ	maka sesungguhnya
(2,61,34)	لَكُم	bagi kalian
(2,61,35)	مَّا	apa
(2,61,36)	سَأَلْتُمْۗ	kamu pinta
(2,61,37)	وَضُرِبَتْ	dan ditimpakan
(2,61,38)	عَلَيْهِمُ	atas mereka
(2,61,39)	ٱلذِّلَّةُ	kehinaan
(2,61,40)	وَٱلْمَسْكَنَةُ	dan kenistaan
(2,61,41)	وَبَآءُو	dan mereka kembali
(2,61,42)	بِغَضَبٍ	dengan kemurkaan
(2,61,43)	مِّنَ	dari
(2,61,44)	ٱللَّهِۗ	Allah
(2,61,45)	ذَٰلِكَ	demikian itu
(2,61,46)	بِأَنَّهُمْ	karena sesungguhnya mereka
(2,61,47)	كَانُوا۟	mereka adalah
(2,61,48)	يَكْفُرُونَ	mereka mengingkari
(2,61,49)	بِـَٔايَٰتِ	dengan ayat-ayat
(2,61,50)	ٱللَّهِ	Allah
(2,61,51)	وَيَقْتُلُونَ	dan mereka membunuh
(2,61,52)	ٱلنَّبِيِّۦنَ	para Nabi
(2,61,53)	بِغَيْرِ	dengan tidak
(2,61,54)	ٱلْحَقِّۗ	hak/benar
(2,61,55)	ذَٰلِكَ	demikian itu
(2,61,56)	بِمَا	dengan apa
(2,61,57)	عَصَوا۟	mereka durhaka
(2,61,58)	وَّكَانُوا۟	dan mereka adalah
(2,61,59)	يَعْتَدُونَ	mereka melampaui batas
(2,62,1)	إِنَّ	sesungguhnya
(2,62,2)	ٱلَّذِينَ	orang-orang yang
(2,62,3)	ءَامَنُوا۟	beriman
(2,62,4)	وَٱلَّذِينَ	dan orang-orang yang
(2,62,5)	هَادُوا۟	yahudi
(2,62,6)	وَٱلنَّصَٰرَىٰ	dan Nasrani
(2,62,7)	وَٱلصَّٰبِـِٔينَ	dan Shabi'in
(2,62,8)	مَنْ	orang/siapa
(2,62,9)	ءَامَنَ	beriman
(2,62,10)	بِٱللَّهِ	kepada Allah
(2,62,11)	وَٱلْيَوْمِ	dan hari
(2,62,12)	ٱلْءَاخِرِ	akhirat
(2,62,13)	وَعَمِلَ	dan berbuat
(2,62,14)	صَٰلِحًا	kebaikan
(2,62,15)	فَلَهُمْ	maka bagi mereka
(2,62,16)	أَجْرُهُمْ	pahala mereka
(2,62,17)	عِندَ	disisi
(2,62,18)	رَبِّهِمْ	Tuhan mereka
(2,62,19)	وَلَا	dan tidak
(2,62,20)	خَوْفٌ	ada kekhawatiran
(2,62,21)	عَلَيْهِمْ	atas mereka
(2,62,22)	وَلَا	dan tidak
(2,62,23)	هُمْ	mereka
(2,62,24)	يَحْزَنُونَ	mereka bersedih hati
(2,63,1)	وَإِذْ	dan ketika
(2,63,2)	أَخَذْنَا	Kami mengambil
(2,63,3)	مِيثَٰقَكُمْ	perjanjianmu
(2,63,4)	وَرَفَعْنَا	dan Kami angkat
(2,63,5)	فَوْقَكُمُ	diatasmu
(2,63,6)	ٱلطُّورَ	gunung Thur
(2,63,7)	خُذُوا۟	ambilah
(2,63,8)	مَآ	apa
(2,63,9)	ءَاتَيْنَٰكُم	telah Kami berikan kepadamu
(2,63,10)	بِقُوَّةٍ	dengan teguh
(2,63,11)	وَٱذْكُرُوا۟	dan ingatlah
(2,63,12)	مَا	apa yang
(2,63,13)	فِيهِ	didalamnya
(2,63,14)	لَعَلَّكُمْ	agar kalian
(2,63,15)	تَتَّقُونَ	kamu bertakwa
(2,64,1)	ثُمَّ	kemudian
(2,64,2)	تَوَلَّيْتُم	kamu berpaling
(2,64,3)	مِّنۢ	dari
(2,64,4)	بَعْدِ	sesudah
(2,64,5)	ذَٰلِكَۖ	demikian/itu
(2,64,6)	فَلَوْلَا	maka jika tidak
(2,64,7)	فَضْلُ	karunia
(2,64,8)	ٱللَّهِ	Allah
(2,64,9)	عَلَيْكُمْ	atas kalian
(2,64,10)	وَرَحْمَتُهُۥ	dan rahmatNya
(2,64,11)	لَكُنتُم	niscaya kamu adalah
(2,64,12)	مِّنَ	dari
(2,64,13)	ٱلْخَٰسِرِينَ	orang-orang yang rugi
(2,65,1)	وَلَقَدْ	dan sesungguhnya
(2,65,2)	عَلِمْتُمُ	kamu telah mengetahui
(2,65,3)	ٱلَّذِينَ	orang-orang yang
(2,65,4)	ٱعْتَدَوْا۟	(mereka) melampaui batas
(2,65,5)	مِنكُمْ	diantara kamu
(2,65,6)	فِى	pada
(2,65,7)	ٱلسَّبْتِ	hari Sabtu
(2,65,8)	فَقُلْنَا	maka Kami berfirman
(2,65,9)	لَهُمْ	kepada mereka
(2,65,10)	كُونُوا۟	jadilah kamu
(2,65,11)	قِرَدَةً	kera
(2,65,12)	خَٰسِـِٔينَ	hina (dibenci)
(2,66,1)	فَجَعَلْنَٰهَا	maka Kami jadikannya
(2,66,2)	نَكَٰلًا	peringatan
(2,66,3)	لِّمَا	bagi apa
(2,66,4)	بَيْنَ	diantara
(2,66,5)	يَدَيْهَا	dua tangannya
(2,66,6)	وَمَا	dan apa
(2,66,7)	خَلْفَهَا	dibelakangnya/kemudian
(2,66,8)	وَمَوْعِظَةً	dan pelajaran
(2,66,9)	لِّلْمُتَّقِينَ	bagi orang-orang yang bertakwa
(2,67,1)	وَإِذْ	dan ketika
(2,67,2)	قَالَ	berkata
(2,67,3)	مُوسَىٰ	Musa
(2,67,4)	لِقَوْمِهِۦٓ	kepada kaumnya
(2,67,5)	إِنَّ	sesungguhnya
(2,67,6)	ٱللَّهَ	Allah
(2,67,7)	يَأْمُرُكُمْ	Dia menyuruh kamu
(2,67,8)	أَن	untuk
(2,67,9)	تَذْبَحُوا۟	kamu menyembelih
(2,67,10)	بَقَرَةًۖ	sapi betina
(2,67,11)	قَالُوٓا۟	mereka berkata
(2,67,12)	أَتَتَّخِذُنَا	apakah kamu menjadikan kami
(2,67,13)	هُزُوًاۖ	bahan ejekan
(2,67,14)	قَالَ	(Musa) berkata
(2,67,15)	أَعُوذُ	aku berlindung
(2,67,16)	بِٱللَّهِ	kepada Allah
(2,67,17)	أَنْ	bahwa
(2,67,18)	أَكُونَ	aku menjadi
(2,67,19)	مِنَ	dari
(2,67,20)	ٱلْجَٰهِلِينَ	orang-orang yang jail
(2,68,1)	قَالُوا۟	mereka berkata
(2,68,2)	ٱدْعُ	serulah/mintalah
(2,68,3)	لَنَا	untuk kami
(2,68,4)	رَبَّكَ	Tuhanmu
(2,68,5)	يُبَيِّن	agar Dia menerangkan
(2,68,6)	لَّنَا	untuk kami
(2,68,7)	مَا	apa
(2,68,8)	هِىَۚ	ia (sapi betina)
(2,68,9)	قَالَ	(Musa) berkata
(2,68,10)	إِنَّهُۥ	sesungguhnya Dia
(2,68,11)	يَقُولُ	Dia berfirman
(2,68,12)	إِنَّهَا	bahwasanya ia
(2,68,13)	بَقَرَةٌ	sapi betina
(2,68,14)	لَّا	tidak
(2,68,15)	فَارِضٌ	tua
(2,68,16)	وَلَا	dan tidak
(2,68,17)	بِكْرٌ	muda
(2,68,18)	عَوَانٌۢ	pertengahan
(2,68,19)	بَيْنَ	diantara
(2,68,20)	ذَٰلِكَۖ	demikian itu
(2,68,21)	فَٱفْعَلُوا۟	maka kerjakanlah
(2,68,22)	مَا	apa yang
(2,68,23)	تُؤْمَرُونَ	kamu diperintahkan
(2,69,1)	قَالُوا۟	mereka berkata
(2,69,2)	ٱدْعُ	mohonkan
(2,69,3)	لَنَا	bagi kami
(2,69,4)	رَبَّكَ	Tuhanmu
(2,69,5)	يُبَيِّن	agar Dia menerangkan
(2,69,6)	لَّنَا	bagi kami
(2,69,7)	مَا	apa
(2,69,8)	لَوْنُهَاۚ	warnanya
(2,69,9)	قَالَ	(Musa) berkata
